title,history_text
samurai mechstone army with agility cold resistance dexterity durability endurance energy resistance fire resistance heat resistance intelligence invulnerability marksmanship master martial artist mind control resistance peak human condition power suit reflexes stamina super speed super strength telepathy resistance toxin and disease resistance weaponbased power weapon master,misako stole helmet shadow lord garmadon pursue samurai mech ninja attack even new elemental blade useless giant machine surprise arrival nya earth driller allow group escape lord garmadon pilot samurai mech forest earth driller resurface quickly catch ninjas machine robot massive hand shake ninja robot throw power drill across forest ninja disfortune impact throw jam cockpit window prevent escape lord garmadon move final blow lloyd appear blast samurai mech elemental beam bring mech ground mech fell seemingly inoperable lord garmadon force emerge daze vulnerable
samurai x with adaptation agility audio control change armor clairvoyance danger sense dexterity durability endurance enhance hearing enhanced memory enhance sens enhance sight enhance smell enhance touch hack immortality information analysis intelligence invulnerability longevity marksmanship master martial artist natural armor peak human condition power suit precognition reflex regeneration robotic engineering selfdestruction selfsustenance stamina stealth summon super speed super strength technopathcyberpath teleportation weaponbased power weapon master,pixal acronym primary interactive xternal assistant lifeform ninja visit borg tower meet pixal borgs android assistant take 16 version borg create pixal know today briefly take digital overlord time help manufacture army nindroids base zanes design begin mutual fascination zane share similarity well difference badly damage battle storm farm pixal save zane share half power core heart might say become ally ninja close zane later zane pixal capture hold hostage chen island zane find cell pixal reduce spare part face monitor zane put neural drive processor make pixal part artificial intelligence later escape become new samurai x
sandman sony with agility camouflage density control durability endurance flight heat resistance immortality intangibility invulnerability natural armor natural weapon regeneration selfsustenance shapeshifting size change stamina stealth super strength,flint marko stole pay medical treatment daughter penny unspecified illness run police escape prison accidentally fell experimental particle accelerator molecularly bind sand give shapeshifting sand ability sandman later spot police officer walk street manhattan sandman get top dump truck fill huge amount sand one policeman climb atop truck assault huge fist make sand absorb truck sand add mass giant sandman emerge police shot marko manage escape turn sandstorm fly away wind spiderman fair sandstorm spot spiderman ask investigate spiderman confronts sandman foil attempt rob armor truck sandman get away late police station police captain george stacy reveal evidence implicate marko ben parker killer also tell peter aunt may carjacker dennis carradine peter confront two year earlier really markos accomplice well fire shoot actually kill ben parker peter leave feel guilty cause death suposedly innocent carjacker well let real killer get away meantime sandman rob bank spiderman enhance ability due new black symbiote suit chase subway fight spiderman manage burst water tank flood sandman water turn mud swept water grate believe sandman dead spiderman leave satisfaction unbeknownst sandman wash river able eventually reconstitute later spiderman tore symbiote body bell tower learn parasitic nature bond edward eddie brock jr become venom convinced sandman team destroy spiderman two kidnap mary jane watson take construction site force spiderman face fight sandman use site sand increase size turn version several story high venom restrain spiderman web almost strangle sandman nearly beats spiderman death intervention harry osborn guise new goblin come friend aid goblin arsenal harry explode pumpkin bomb sandman well distracted venom enough free spiderman work together two manage save mary jane defeat sandman venom though cost harrys possibly eddy live sandman return normal size well discover spidermans real identity reveal shoot uncle ben accident try carjack uncle ben incident ben attempt reason marko carradine arrive startled flint cause shoot ben accidentally sense marko tell truth well understanding importance forgiveness revenge spiderman forgive marko shapeshifted fly away
sandman with agility clairvoyance enhance sens intelligence intuitive aptitude longevity peak human condition precognition reflex stealth wallcrawling weaponbased power weapon master,wesley dodds born 1913 son wealthy industrialist edward dodds young wife marina young wesley bookish lad somewhat fearful stern father wesley mother die late 1917 wesley send number boarding school brother gerald join father europe end first world war fight gerald leave family find way heed advice fortuneteller edward sent young wes live abroad mostly people head father various business interest mostly far east wesley soak oriental wisdom lifestyle learn speak several language hone body martial art yoga conclude school america wes dodds graduate magnum cum laude princeton degree business chemistry briefly return far east begin suffer dream drive nearly insane begin act come live u death father weird horrid nightmare unbeknownst cause lord dream know morpheus time imprison roderick burgess saw vision morpheus criminal grave injustice inspire man strange helmet see dream wesley buy number gas mask use part fortune develop special sedative green gas truth serum narcoleptic agent delivery system form gas gun don one mask gas gun set new identity begin right wrong new york city early part 1938 sandman investigate put end crime dream operate outside law become target nypd lieutenant tony burke hardnosed unyielding bully lawman cross path burke several occasion come understanding sandman could go place privy information burke could ultimately use attend charity ball request one father old friend judge thomas schaeffer wesley introduce district attorney lawrence belmont daughter dian belmont young dian aid later fell love wes dodds aid several occasion ultimately join wesley search estrange brother early 1940 know result search know sandman begin fight crime new york city late 1940 early november 1940 sandman draw conflict nazi spy along six american mysterymen become founding member justice society america contribution group financial supply meeting place top floor manhattan ny hotel own inspired fictionalized comic book adventure young man take new york rooftop fight crime name sandy golden boy later become ward dian belmont commonlaw wife wes dodds take sporadically adventure sandman partner begin july 1941 adventure justice society sandman along member confederate expose chronal energy effect retard age process give wes great longevity adventure might expect later year sandman member jsa join wartime supergroup allstar squadron sandy become member affiliate group young allstars world war ii draw close two event lead eventual retirement sandman first heart attack suffer force curtail physical activity next injury partner sandy work silicon gun beef fight style sandy injure mutated explosion change hulk mute monster sandman place sandy state suspend animation ashamed seek outside help wes work nearly fifty year reverse condition meeting failure failure retire wes dodds pursue financial social goal help well fellow man along moral support dian later life become bestselling author nobel prize literature nine year ago former comrade justice society begin come retirement least semiregular basis sandman reappear solely company jsa assist justice league several occasion nearly seven year ago creature formerly know sandy accidentally free recapture assistance jsa jla several month later criminal seek enhance reputation capture accidentally cure sandcreature however sandy age transform early twenty wes suffer another stroke finally curtail crimefighting career appear justice society two occasion last saw group cast recreation norse god gotterdamerung free two year limbo whereupon wes suffer yet another stroke hospital aid hourman johnny quick save south african freedom fighter soon afterwards sandman among assembled hero fight extant result rob chronal energy keep youthful age natural state eighty year old hardofhearing arthritic wes retire superheroic community entirely seek aided starman jack knight soon afterwards dian leave united state tour relive youth far east recent death dian wes become aware mystical menace dark lord fear might unwittingly aid unable fend attack wes throw cliff go finally great eternal sleep die tell speed saunders tell sandy time dream piece morpheus essence inspire become sandman first place transfer sandy hawkins begin get weird dream wesley
sarab cw with agility durability endurance marksmanship peak human condition reflex stamina stealth weaponbased power weapon master,maseo yamashiro die may 2015 one former mentor former handler old friend oliver queen maseo also estrange husband tatsu yamashiro father late akio yamashiro sometime hong kong maseo join league assassin around time sara lance come know merely sarab arabic سراب mirage refuse use former name entirely
sasquatch with agility durability enhance sens jump stamina super strength,walter langkowski replace religious faith early belief dependence science attend pennsylvania state university football scholarship meet robert bruce banner become interested gamma ray research graduate walter pursue research independently accept position professional football team green bay packer marry veronica actress bore son earn million dollar walter retire returned school soon earn phd massachusetts institute technology walter begin teach mcgill university montreal further gamma ray research include study banner famous transformation hulk veronica soon divorce take son new position canadian government department h walter work james hudson whose plan new superhero team would eventually lead alpha flight langkowski act technical scientific support alpha precursor flight include smart alec brilliant man access vast amount information snowbird goddess power change arctic animal wolverine vicious mutant mysterious past eventually langkowski expose gamma ray hop gain power like banner instead open mystic barrier allow great beast tanaraq pas walter assume form wrongly believe power come gamma radiation first langkowskis brain personality remain control monstrous sasquatch form join alpha flight alpha flight roster would change frequently year go phases government contract independent action walter study many incoming operative generally assign train team beta gamma flight department h one operative later know wild child unstable genotype psychosis government shoehorn program anyway langkowski bury wild child unstable result figure would handle another time though never put much think alpha flight early mission sasquatch battle xmen hulk sunset bain machine man tundra great beast ranark ravager wendigo sasquatch also participate contest champion organize grandmaster death one grandmasters operative battle chinese collective man stalemate langkowski consult fantastic four radiation expertise battle dire wraith omega flight battle hudson believe kill collector become fast friend diminutive puck walter start romantic relationship lightpowered aurora fact twin northstar resent immensely walter aurora relationship become complicated aurora begin struggle split personality one like walter one didnt process try help aurora retain outgo personality walter alter mutant power sasquatch discover ability quickly heal injury break arm battle superskrulllangkowski eventually begin struggle bestial side nature various battle fear become like hulk aunt lillian von loont leave walter mansion tamarind island walter aurora investigated battle loont become cyborg madwoman gild lily mansion would later serve alpha flight headquarters time sasquatch alongside alpha flight xmen temporarily cure rage lokipossessed madelyne pryor snowbird whose mission slay ancient great beast roam earth mankind discover walter sasquatch form actually tanaraq walter lose control leave choice snowbird follow alpha flight battle caliber slew sasquatch rip tanaraqs heart alpha flight pursue walter soul realm great beast battle leader somon kill aurora northstar talisman langkowski use lifeforce resurrect shaman help preserve walter soul transport back earth discover walter body destroyed completely walter soul take roger bochs create box armor temporary home continue aid alpha flight seek physical body walter enter interdimensional crossroad briefly possess hulk soul leave adrift refuse displace old friend bruce banner spirit month later walter find omega flight nowmindless smart alec crossroad possess returned earth absence snowbird kill evil pestilence reanimate albino sasquatch form attack alpha walter inhabit box armor aid team shock find alive battle end smart alecs form crush sasquatch form leave empty walter transfer soul sasquatch form however return sasquatch body human state find woman form decide call wanda langkowski rejoin team possess none snowbird power except ability transform sasquatch aurora distress langkowskis return woman attempt get fleshaltering lionel jeffries alter wandas form man fail due wandas body snowbird godly attribute wanda struggle adjust new form batting bedlam overcome mysterious force help resurrect four great beast overcome temptation join sasquatch help alpha flight banish beast back realm brief jaunt space dream queen dimension wanda seek reclaim langkowskis fortune help fund alpha flight fortune will veronica unable prove walter wanda leave fortune veronicas hand final battle dream queen sasquatch bewitch loyal villain snowbird spirit free sasquatch spell change wandas form back walter also change albino sasquatch form back orange one enable walter reclaim fortune team battle llan sorcerer villain briefly break sasquatchs arm though injury soon heal alpha flight restructure sasquatch assign alpha flight gamma flight latter biotech research development wild child join team weapon omega walter struggle guilt part wild child origins truth soon come cause several team member distrust sasquatch alpha flight continue act superheroes despite break tie canadian government newly institute super power act struggle lose year devote time alpha flight sasquatch easily draw follow mystical goddess good side adam warlock soul control sasquatch others battle fellow hero cause remember doubt regard religion sasquatch shook goddess influence shaman help goddess soon defeat though alpha flight soon disband walter continue gamma ray research project michelangelo antarctica month later mercenary deadpool attack base cause core overload endanger entire world sasquatch deadpool team shut canadian government form new alpha flight discover true bestial sasquatch wood assume walter find way subdue beast sasquatch participate team mission kill battle ecliptic zodiac team hold funeral walter still antarctica unaware new team walter discover corruption canadian government sasquatch help gather original team group expose corrupt government program stay rejoin alpha flight aid wolverine actually skrull imposterin battle aim advance idea mechanic alpha flight shock find snowbird alive walter aurora become romantically involve aurora soon terrorized mauvais kidnap corrupt weapon x program leave trace whereabouts alpha flight go xmen sasquatch briefly don battle armor allow defeat weaken juggernaut teammate capture alien plodex sasquatch recruit new hero form new alpha flight rescue former teammate former alpha flight member leave space leave sasquatchs team take place move plodex base sever tie canadian government alpha flight embark complicated time travel adventure original alpha flight member return rejoined team speaking northstars funeral battle sabretooth wendigo sasquatch briefly participate shield howl commando team later accompany alpha flight investigate powerful mutant collective swiftly fell assault teammate guardian major mapleleaf puck vindicator shaman apparently kill alpha flight disband wake tragedy however new team quickly assemble csis replace time call omega flight sasquatch select serve team leader new group charge mission defend canada border criminal flee american superhuman registration act american supervillain team wreck crew invade canada sasquatch confront solo suffer severe beating hand
sasuke uchiha with absorption acrobatics agility aura biokinesis chi manipulation clairvoyance creation dimensional travel duplication durability electrokinesis element control energy absorption energy armor enhance sight extrasensory perception fear manipulation fire control flight force field gravity control illusion information analysis master martial artist memory manipulation mind control ninjutsu nonphysical interaction pain manipulation paralysis perception manipulation portal creation power mimicry precognition reflex resurrection seal shapeshifting sleep manipulation soul manipulation stamen statistic amplification stealth summon super breath super speed super strength technopathcyberpath telekinesis telepathy teleportation vision xray vitakinesis wallcrawling weapon creation weapon master weather control,sasuke uchiha one last survive member konohagakures uchiha clan old brother itachi slaughter clan sasuke make mission life avenge kill itachi add team 7 upon become ninja competition rival best friend naruto uzumaki sasuke start develop skill dissatisfy progress defect konoha acquire strength need exact revenge year seek vengeance action follow become increasingly demand irrational isolates others lead brand international criminal learning truth brother sacrifice later prove instrumental end fourth shinobi world war happily redeem naruto sasuke decides return konoha dedicates life help protect village inhabitant become refer supporting kage
saturn girl cw with durability flight force field illusion levitation mind blast omnilingualism psionic power stamina super strength telekinesis telepathy telepathy resistance,imra ardeen powerful titanian psychic ability 31st century home planet titan large moon saturn also found member coleader legion exwife monel powerful ally kara danverssupergirl imra also know saturn girl imra bear late 30th early 31st century saturn moon titan point meet married monel work form legion along brainiac 5 another member legion imra devise plan travel back time 21st century stop pestilance could evolve blight kept plan monel assumed wouldnt want come back time period imra monel brainiac 5 three member legion travelled wormhole take 120 year past put cryosleep awoken 2017 torpedo hit ship
savage dragon with accelerated heal durability fire resistance jump regeneration super strength,dragon find burn field lt frank darling time chicago terrorize villainous superfreaks larsens collective term superpowered character namely criminal gang call vicious circle lead mysterious overlord realize dragon superhuman power would terrific boon police battle vicious circle darling asks dragon join police first dragon refuse take job warehouse darling cousin number serious incident include murder superhero mighty man brutal maul superpatriot darling take drastic action pay vicious circle member threaten cousin hope prompt dragon reconsider offer although achieves darling desire result two criminal skullface hardware kill darling cousin detonate bomb warehouse dragon join police darling thumb vicious circle cause steer dragon away vicious circle activity later dragon gain girlfriend debbie harris see shoot dead apartment jealous exboyfriend arnold dimple dragon fall deep depression result dimple return plague dragon several occasion fiend make deal devil gain supernatural power well keep away vicious circle activity dragon loan police force across country help deal superpowered criminal loan nypd first meet teenage mutant ninja turtle assist multiple time later comic also time new york large prison break occur number powerful dangerous criminal kill first time chicago pd lose star witness overlord hardware intend give evidence criminal shot dead though captain darling freak force program fail dragon carry last relationship one former member rapture former prostitute electrical power would later child meanwhile overlord secondincommand cyberface break away vicious circle form rival organization cyberface later arrest like hardware kill able testify ultimately cyberface resurrect later lead vicious circle control horde another recur villain later dragon make first attempt arrest overlord easily defeat leaf impale upon church spire dragon believe died regenerates wound afterwards time dragon miss presume dead becomes recur theme run joke series recovery dragon attack person mental control strange worm domination creature dragon go rampage many innocent bystander injure kill finally stop vigilante mace worm trace villain call horde rampage result massive negative backlash chicago police department dragon big naysayer r richard richards thinly veil parody j jonah jameson take opportunity attack dragon robotic weapon dub dragon slayer later dragon encounter shedragon young superpowered woman model follow attack police station murder cyberface later resurrect dragon lead swat team finally take overlord battle harsh every member swat team perishes except dragon skin alive even weaken state dragon finally unmasks overlord mafia bos antonio seghetti subsequently fall death aid teenage mutant ninja turtle second time dragon narrowly survive another attack fiend leave nearly cripple bone heal incorrectly make matter bad chicago midst brutal gang war arisen result overlord death vicious circle keep tightly organize overlord since separate several faction battle criminal supremacy dragon find friendly cabbie mighty man use superstrength reset dragon bone recuperate ordeal dragon fight another prison break time maximum security facility tear open newlyresurrected cyberface battle mark end gang war cyberface assume command vicious circle victory follow difficult time dragon number crossover image comic character include wildstar maxx dragon encounter spawn ultimately send hell fiend demonic soul arnold dimple dimple posse live body power fuel capacity hate possess fiend last victim debbie harris mother unaware demon possess spirit daughter murderer hell fistfight occur god devil one series best remember scene god finally overcome devil god warn defeat opponent dont fuck god amnesiac dragon begin ask origin god return earth afterwards thing grow steadily bad dragon unable save ill fellow officer phil dirt blood transfusion meanwhile rapture pregnant dragon child suffers internal damage baby kick unborn child inherit father strength rapture enters premature labour dragon able reach hospital time baby appear die however truth infant take covenant sword shadowy organization bent world takeover crossover hellboy dragon catch mar attack image mar attack savage dragon event responsible destroying martian base mar use martian growth ray result retreat possible extinction go vicious circle take control city return home devastate chicago dragon capture publicly crucify circle dragon survive defeat villain dragon new superior captain mendoza suspend miss long suspension dragon spend month bounty hunter help rebuild city martian invasion behind scenes period rob liefeld depart image comic mar attack image event shatter image crossover use way phase character create rob liefeld collective image universe include youngblood page savage dragon larsen dragon approach united state government form superhuman taskforce replace youngblood negotiation team dub special operation strikeforce so team include much superpowered support cast book include jennifer murphy superstrong invulnerable single mother first introduce sex violence miniseries despite found member team dragon spend little time member later die parallel earth murderous despot name darklord begin swap part earth part dragon dragon lead team so member include jennifer murphy former girlfriend rapture world stop darklord rapture kill darklord dragon jennifer separate rest team remain member sos manage stop transfer escape back earth dragon jennifer force find way die planet make escape dragon attempt find earths rapture find worlds debbie harris instead threesome lost space month dragon presume dead eventually land godworld debbie die revive angel dragon jennifer catch battle thor hercules send back earth allgod debbie return follow dragon fight dr doomlike armored dictator return chicago leave strike casual sex relationship former partner alex wilde giantsized issue 50 many series subplots resolve climatic battle series cast dragon kill mystic abner cadaver however wizard murder midway william jonson dragon bond series change title savage shedragon five issue feature main character attack god squad retrieve various superfreaks descendant god lead so return godworld accidental destruction so member former deadly duo member kid avenger time william jonson realises dragon share body shortly thereafter dragon find ability take jonson body become masked superhero help shedragon jonson fiancé rita medermade kidnap jonson brother ralph encounter individual wearing overlord armor rescue jonson shot ralph kill overlord dragon give full possession body wizard abner cadaver return make part dead god squad character darklord dragon arm engage battle fonti mystical horde fontis victory separate dragon jonson return dragon normal body admit love jennifer dragon begin date fight impostor pose rapture dragon propose jennifer wed follow next issue jennifer apparently kill new overlord truth replace impostor beforehand covenant sword though semiactive dragon officially resign so become jennifers daughter angel legal guardian follow issue overlord subplot tie dragon defeat new team dragon kill overlord reveal support character vic nixon worn armor spy rita armor corrupt overlord armor destroy follow resolution new overlord plot series spend issue wrap subplots still leave order eventual revamp issue 75 dragon single parent look angel gradually lose custody battle dangerous lifestyle dragon date television producer name marcy howard resume casual affair alex wilde date ann stevens murder number superpowered child adult kidnap covenant sword lose custody angel anns murder dragon mighty man former freak force member dart begin search miss superpatriot lead covenant sword possession superpatriot jennifer dragon child dragon mighty man capture eventually rescue large battle similar one issue 50 number character kill reveal covenant form damian darklord time traveler enemy vigilante name supertough man become darklord start life damian son liberty superpatriots daughter rap mar attack event damian also build detonate nega bomb make superpowered individual depowered every nonnatural freak world dragon kill issue 76 series change jack kirbyinspired postapocalypticdystopian story dragon stick new reality create kill infant damian darklord thus prevent go back time mutate monstrous populace world try kill dragon find house crater believe jennifer angel dead dragon encounter wildstar madman find time possess without mace stop go much long rampage kill alex wilde dragon also discover cyberface president america superpatriot control dragon organises group old enemy ally defeat cyberface fulfil commitment rex dexter help overthrow cyberface save daughter dragon return hero find way back chicago reunite jennifer angel fact survive dragon find old world survive well savage world counterpart darkworld dragon defeat dragon old earth destroy worlddevouring galactuslike name universo despite best effort dragon son malcolm leave float space destruction dragon able save alex wilde world dragon marries jennifer live angel angel new pet mr glum secretly plot kill dragon coincide 2004 presidential election larsen create corrupt politician ronald winston urass engineer successful writein campaign elect dragon president united state however criminal intent relationship criminal dread knight expose supreme court disallow vote lead vengeful urass attack dragon use armour father dread knight old foe superpatriots behind scene erik larsen make publisher image comic cause near yearlong publish gap issue 121 122 series title resume regular publication january 2006 first story involve vengeful scientist iraq send almost unstoppable robot kill president recently mr glums plan world domination realise use power god gun weapon able grant three wish user glum fire gun asserts control planet dragon incapacitate hospital lose rapid healing ability glum time run dragon stepdaughter angel cause grow 100feet tall accidentally destroy house cripple mother two become partner angel adopts murderous merciless personality glum set people earth work impossible task make planet look like face old world dragon revive heal ability restore able defy glums control loophole wish mean cannot control extraterrestrial unable get close enough glum various robot villain glum control however intervention number character comic series want come steal god gun allow dragon destroy weapon negate glums wish story vanguard space ship destroy free universo imprison begin suck energy earth universo herald kill solar man supermanlike hero become murderous wish existence use god gun wish undone dragon destruction weapon shedragon also return dimension x angel dragon original world origin pursue darkworld dragon new villainess battleaxe
scarlet spider ii with accelerated heal agility animal attribute animal oriented power durability reflexes stamen super speed super strength wallcrawling web creation,clone would come know kaine jackal first attempt clone peter parker initially think success kaine eventually become deformed due flaw clone process continue degenerate leave deform mentally unstable jackal allow kaine live test subject see long clone would survive far exceed expectation kaine experience strong feeling rejection similar father son kaine leave professor warren realize partial degeneration also cause slight amplification power genetically inherit peter strength speed agility comparable original peter also gain precognitive power socalled precognitive sense well show flash future new ability assume amplified version peter spidersense also possess mark kaine corrosive touch use leave eat away hand print victim face jackal go create another clone man would become ben reilly jackal use reilly peter ensue battle leave reilly jackal really clone warren dead manage survive jackal place suspended animation clone pod awaken later reilly leave new york upon realize clone behind scene norman osborn manage file ben peter switch jackal would think peter clone ben real deal consulting jackal file kaine also believe follow ben reilly throughout exile time find love arm police detective louise kennedy salt lake city discover working criminal couple kaines increase cellular degeneration push even towards insanity kill louise although part still love kaine continue stalk ben make appear though janine godbe woman ben come love commit suicide frame ben various murder commit kaine ben fingerprint hop could give thought clone peter life could never return new york ben return new york visit sick aunt may since reveal genetically alter actress kaine follow time kaine become feared respected mob hitman discover ben city hound try prevent ben involve peter life time enhance spidersense warn someone would kill mary jane kaine go kill spreekilling anyone seem potential threat among killed villain doctor octopus grim hunter course attract attention spiderman scarlet spider wave killing put police bulletin board nationwide kaines distinctive mo recognize salt lake city louise kennedy expartner immediately leave new york bring killer justice peter want kaine stand trial do kaine initially refuse two fought end get dragged mocktrial spiderman trial kaine defense attorney carnage prosecutor several ravencroft institute inmates jury powerful know juda traveller judge onesided trial kaine try physically fight spiderman traveller return previous place battle peter eventually imprison kaines crime three individual fingerprint period time ben take place prison incident involve superpowered villainess name stunner weaken kaine still refuse confess crime spiderman respond knock kaine web head courthouse kaine reawaken arrive struggled spiderman refuse confess point kaine admit do everything protect peter life reveal first clone peter partially degenerate spiderman decide kaine would reveal truth would reveal true identity entire courtroom end everything kaine plead peter peter could reveal truth kaine confess murder leave mark kaine judge podium kaine take custody trial peter ben decide determine real peter parker use seward trainer lab test find ben original peter clone secretly seward influence osborn alter result push peter edge fit rage strike mary jane try stop killing ben ashamed do peter flee lab peter give news clone ben true peter parker ally jackal kaine refuse let throw life away confront jackal full intent destroy jackal manipulate mind lead kaine believe could cure flaw trigger degeneration process jackal reveal lied kaine leave feeling deject go back mary jane answer conversation power responsibility kaine return jackal lab time assist ben battle numerous spiderclones ensue battle kaine save jackal spidercide impale masonry spike ask kaine simply reply give life jackal curiously place kaine regeneration pod pod next see empty reillys time spiderman world strong fighter pit one another fighting competition call great game fight tournament wealthy people wager fighter amusement one game main sponsor james johnsmeyer find pod contain revive kaine decide initiate competition send rhino fight kaines refusal escape thanks temporary partner shannon johnsmeyer still attempt involve kaine allow game competitor attack joystick polestar spiderman interfere skirmish get sidetracked joystick polestar kaine give nearfatal beating rhino escape shannon able get away spiderman manage tag shannon tracer pursue polestar rhino take custody find moment police incident threaten kill officer kaine shannon escape time kaines destination johnsmeyers headquarters spiderman find kaine manage singlehandedly destroy johnsmeyers rooftop security defense inside johnsmeyer reveal shannonwho still work johnsmeyer entire ordealhad manipulate deceive kaine kaine want become puppet anyone ever try kill shannon persuade spiderman kaine leave vow take every sponsor great game later encounter ben reilly janine godbe return man love kaine finally bring let go hatred brother even save ben life nearly leave die burning diner encourage brother example well finally acknowledge ben brother rather foe kaine hand law janine want murder abusive father several month later however escape jail alongside superpowered criminal kaine break try stop norman osborn find harry osborn still alive mastermind clone saga briefly work osborns agent southern europe kaine later return new york city attack spiderman tried track raptor reveal sought raptor hoping could cure cellular degeneration attack spiderman keep villain raptor attack harry osborn peter cousin aunt may house kaine appear work raptor whole time expose peter identity spiderman state peter clone reilly kill since close thing ben peter beat raptor unconscious escape raptor lie kaine able cure degeneration gain ally quest revenge furious kaine break neck seemingly kill kaine attack alyosha ana kravinoff associate spider however see wasnt true spider decide punish keep alive nevertheless wound kaine severely enough flees peter parker apartment seek help peter hide bathroom leave attempt stop kravinoffs next see kaine shave cut hair look like peter albeit badly scar face spiderman kill resurrect kraven discover actually kaine disguise give life save peter end grim hunt kaine bury parker later see rise dead mutated feature include extra eye spiderlike pattern forehead jackal say rise curse one rise tarantula kaine change jackal tarantulalike creature 4 spider leg grow back spider face jackal make first army individual use spiderisland event kaine however follow jackal merely control final confrontation original spiderman throw tank filled cure concentration antivenoms symbiote help cure people spiderisland cure turn kaine monster also stabilize kaines dna make perfect clone peter parker similar ben reilly kaine helps retaliation spider queen adriana soria central park original peter parker cannot anyone kill queen earn money stop robber rob kaine start trip around usa enter mexico stay houston texas save young girl human trafficker leave hospital superpowered villain interrupted search aracely kaine feel save instead leave houston scarlet suit similar spidermans kaine face salamander manage defeat name araña escarlata scarlet spider spanish people scene cheer tell hadnt hero need one feeling responsible aracely kaine stay houston scarlet spider hero save life doctor meland assassin hire terrance mitchell blame doctor death daughter accident kaine target assassin guild
scorpia with energy blast force field super speed super strength weaponbased power,elaine coll nice person mentally stable actuality mean streak run would make hardened criminal shiver part hell kitchen mob maggia crime lord silvermane offer alliance family hells kitchen maggia organization usually enemies silvermane sweeten deal engineer upgrade suit retired scorpion give elaine dubbed scorpia willing silvermanes bid long hell kitchen gang get piece city smoke clear work silvermanes operative speed demon hydroman beetle boomerang seek cyborg deathlok order retrieve maggia ally first assault deathlok may successful interference spiderman two hero manage drive enemy away learn silvermane gain control city computer system would release hold deathloks body deathlok surrender silvermane hope city would spar disaster spiderman would allow silvermane get possession deathloks body easily spiderman find another ally daredevil two track deathlok silvermanes hideout surveillance camera alert maggia intruder scorpia willing bring fight attack daredevil immediately recognize remember torture kill two policeman sing committed psycho ward bellevue hospital release due fact supposedly completely rehabilitate scorpia seem match two hero defeat silvermane control deathloks body shot behind order gain enemies trust enrage silvermanes betrayal scorpia set find could even score stalk spiderman daredevil would lead right silvermane scorpia brief moment attack armor take control mainframe however mainframe defeat daredevil free act revenge never get chance get silvermane punisher arrive severely damage plasma reactor inside military installation fight take place deathlok spiderman shut reactor scorpia escape scorpias current whereabouts unknown
scorpion injustice with agility cold resistance durability element control fire control fire resistance heat resistance immortality invulnerability portal creation stamen summon teleportation weapon master,hanzo hasashi raise shirairyu ninja clan rival fellow lin kuei clan hanzo would one best ninja clan would horrifically slaughter leave brutally injure warlock quan chi approach offer become pawn exchange lin kuei responsible subzero hanzo accept would gain moniker scorpion one netherrealms deadliest participant mortal kombat tournament
scorpion with agility danger sense element control energy blast energy construct enhance sight fire control heat generation immortality intelligence invulnerability magic stealth super speed super strength teleportation vision heat,hanzo hasashi also know scorpion resurrect ninja mortal kombat fight game series one original character debut first mortal kombat arcade game hold distinction along raiden subzero one form another appear every generation mortal kombat game playable character
scream mimi with,nothing
sea king with accelerated heal agility element control glide submariner super strength terrakinesis underwater breathe water control weaponbased power weapon master,sea king alternate reality version aquaman earth 3 travel earth prime crime syndicate america replace justice league call crime syndicate
